model,case_id,loss_ML,loss_MH,loss_MLrbf,loss_MHpca4
GPT-OSS,B018,0.5687880097514421,0.3284534544600358,0.6661353847788044,0.5514912504983653
GPT-OSS,B019,0.5743244340402809,0.552199394472105,0.7321394775147074,0.6211194324488185
GPT-OSS,B022,1.032254362881934,0.8778673689928802,1.0802814381210029,0.7904893616019864
GPT-OSS,B023,0.8144911024253929,1.0807344701395374,0.7343110924119175,0.8373658930351333
GPT-OSS,B024,0.41216268031859543,0.282603158423768,0.38897621642348257,0.3717771119199577
GPT-OSS,B025,0.45042312230912024,0.25229382649291915,0.3592399509671213,0.40245478198028994
GPT-OSS,B026,0.5291636201464923,0.4797934025232671,0.44398539653701696,0.579378450413037
GPT-OSS,B027,0.3273521907034409,0.5059124705460668,0.326229516385434,0.25331058041060583
GPT-OSS,B028,0.534522646990881,0.2608792128993994,0.5072952171652231,0.5873883361488155
GPT-OSS,B029,0.48798252130741704,1.0413684359347894,0.511466282669221,0.40501270420909136
GPT-OSS,B030,0.41425579389906647,0.46098810948453445,0.4296807007896614,0.37268068426237544
GPT-OSS,B031,0.5408323475965477,0.3784154484084914,0.5068172808085777,0.5246316714926857
GPT-OSS,B032,0.6344714579114432,0.8028241623510451,0.7525680883325085,0.5054923940476131
GPT-OSS,B033,0.226017066029712,0.2691570837156782,0.25631029612625433,0.283488558935212
GPT-OSS,B034,0.31106681201637826,0.23903202815286595,0.35135573970143685,0.3822745315787509
GPT-OSS,B035,0.29483630866938404,0.4544142041051094,0.3171335204692748,0.3776603163635736
GPT-OSS,B036,0.47100410724169695,0.4018046260908731,0.49668962308900444,0.5351614664837355
GPT-OSS,B037,0.5666582150568565,0.42440649311663503,0.5064623813501343,0.664160528936941
GPT-OSS,B038,0.3309477452665853,0.13724930111514408,0.3679249349428424,0.2821782059785679
GPT-OSS,B039,0.3567243877984748,0.33622662558207017,0.45220788144247176,0.36121386689504564
