model,case_id,loss_ML,loss_MH,loss_MLrbf,loss_MHpca4
Qwen,D020,0.20293240410571248,0.3172667042484113,0.25656606858970843,0.19365091328872086
Qwen,D024,0.3318063808830227,1.3778962441599116,0.4263034972527534,0.2946229151799499
Qwen,D026,0.9985228093250406,0.7176360649039072,0.9115300097552425,0.9930466735438339
Qwen,D027,0.4986946563356531,0.557939512672893,0.3459366557887547,0.6271646478882417
Qwen,D029,0.47005721894165653,0.40903783600493193,0.44846935500783297,0.4572081443754136
Qwen,D034,0.2851852890407326,0.44340697649260735,0.2501023813936457,0.268411460745941
Qwen,D035,0.5650569704913645,0.46633156856622,0.4432062137335075,0.48476516261387514
Qwen,D036,0.308579806933488,0.37291771930881634,0.2943215381932746,0.33898193653803005
Qwen,D037,0.29992043612743235,0.2327847245742311,0.2331308433248643,0.2885277239593322
Qwen,D038,0.28827024930559536,0.20855162146722755,0.24512296692302993,0.29121132306825215
Qwen,D039,0.2476127472819732,0.26961166097199685,0.23379317937053168,0.282821557008616
Qwen,D040,0.40356339979745465,0.32020364059855505,0.36924654424771475,0.3421367984714633
Qwen,E003,0.7889797975419073,0.513509573933418,0.9181261672294546,0.7950689592492177
Qwen,E004,0.8342398428064763,0.5157615933488716,0.7986140549838712,0.7932521033701888
Qwen,E005,0.814800993624741,0.3876420573608572,0.7960816207659231,0.7982169338568006
Qwen,E006,0.7382989052008193,0.6634325003838799,0.6056137161002757,0.8937830089351829
Qwen,E007,0.5651554561111216,0.6628825382114182,0.5180197145735557,0.6491545935842717
Qwen,E008,0.7371015212755503,0.5088511601747577,0.7151155001762028,0.6455314689517101
Qwen,E009,0.9315515541582992,0.5527802013823355,1.1115327355474087,0.8684241288144001
Qwen,E010,0.6067182240636808,0.4522451492862742,0.526647146531368,0.6382498736029036
Qwen,E013,0.7695214684179021,0.13906039543204968,0.7268383536911414,0.825775831694207
Qwen,E014,0.3702658394993866,0.47085484429453717,0.2946722207796597,0.30700351827108563
Qwen,E015,0.6392724827669589,0.4943607713676997,0.6732297181814098,0.7633039230621149
Qwen,E016,0.36150614046614693,0.42314237236622354,0.27324407129718153,0.38705243837861564
Qwen,E017,0.8513225721327229,0.3940044839177053,0.6501073386124838,0.7311415088753389
Qwen,E018,0.3465037440820581,0.43359970187756663,0.4684852790967975,0.31689634906619524
Qwen,E019,0.8947386099474915,0.7895442816892612,0.881027577428808,0.8285337700904151
Qwen,E020,0.6536620849211937,0.4306911237855241,0.4829928215521405,0.6116570297575057
Qwen,E023,0.5815634648291469,0.40685026250912487,0.4347991327449394,0.5064462811203716
Qwen,E024,0.5239046073828432,0.4812825000831502,0.46022663760168836,0.47817425111947476
Qwen,E025,0.39639184978783565,0.3113032512585581,0.40129103072645844,0.3172982714251872
Qwen,E026,0.35720888391159517,0.310900958291127,0.40785284331359345,0.30521106409027665
Qwen,E027,0.40821242962265514,0.2631236994110667,0.5495569641995803,0.29908803846940435
Qwen,E028,0.35510895249993696,0.23936707173299238,0.3656636750161121,0.2778169278743735
Qwen,E029,0.665429864355945,0.5477851384287773,0.6969516938860401,0.6413552833784706
Qwen,E030,0.38818362197366196,0.39556777517114855,0.46157465070927356,0.3038467974602822
Qwen,E033,0.6376968427205602,0.4284463214332101,0.45577216239832685,0.6608948156085713
Qwen,E034,0.6719599571450577,1.080006432570387,0.6436054933049028,0.7233258474636286
Qwen,E035,0.700685324800554,0.5091704878899683,0.5688711470132461,0.5598786576803506
Qwen,E036,0.8991868095708877,0.6927218281027372,0.871623118719206,1.002233368441764
Qwen,E037,0.7426829000212907,0.9989554743322693,0.6670180756817027,0.9407341588171476
Qwen,E038,0.7281607632779495,0.678672329720208,0.5533139658151882,0.8217096964667714
Qwen,E039,0.8614677978599528,1.4624741874008587,1.0188403662500494,0.9439132561733421
Qwen,E040,0.6154204035569297,0.45784669631023445,0.5973232084422273,0.5807214740918417
